product_id,price,sales_quantity,inventory,date
PRD32537,221270.96,58,590,2024-08-10 11:00:00
PRD84273,25953.83,74,603,2024-07-29 04:00:00
PRD88514,147624.75,55,353,2024-07-10 05:00:00
PRD11662,459674.0,40,584,2024-09-16 19:00:00
PRD33167,341570.71,26,74,2024-06-14 02:00:00
PRD81157,89695.46,78,947,2024-07-09 06:00:00
PRD66177,336838.62,59,905,2024-03-11 02:00:00
PRD85813,27482.28,66,595,2024-03-04 17:00:00
PRD76044,179221.64,42,114,2024-03-31 07:00:00
PRD34350,514728.52,20,65,2024-06-16 16:00:00
PRD16547,285867.03,47,597,2024-04-16 22:00:00
PRD44628,401025.54,42,689,2024-06-08 06:00:00
PRD77964,351935.14,32,140,2024-08-30 23:00:00
PRD73206,365075.08,35,345,2024-09-06 18:00:00
PRD35759,341727.02,54,714,2024-01-12 07:00:00
PRD56946,32420.1,51,110,2024-02-20 14:00:00
PRD36351,16218.63,64,274,2024-07-21 10:00:00
PRD85425,37473.71,67,626,2024-06-15 22:00:00
PRD27594,97971.99,57,357,2024-05-13 20:00:00
PRD94279,350369.54,26,84,2024-03-09 23:00:00
PRD63010,93066.35,50,51,2024-07-26 23:00:00
PRD59728,82193.71,76,868,2024-10-24 13:00:00
PRD25658,241218.77,46,206,2024-02-08 07:00:00
PRD86826,518586.95,17,230,2024-07-18 07:00:00
PRD52855,313327.22,47,681,2024-01-29 01:00:00
PRD82845,92501.68,64,465,2024-10-22 20:00:00
PRD95434,538518.77,42,888,2024-09-05 01:00:00
PRD97396,31182.49,69,489,2024-09-30 17:00:00
PRD20533,183591.31,50,242,2024-07-23 08:00:00
PRD61746,399877.14,30,172,2024-01-01 08:00:00
PRD14410,148089.24,64,811,2024-02-09 03:00:00
PRD15624,309529.18,50,668,2024-07-20 13:00:00
PRD13254,107753.47,58,532,2024-10-06 20:00:00
PRD73327,74013.28,70,815,2024-01-31 17:00:00
PRD64919,202479.34,50,273,2024-09-14 14:00:00
PRD57938,113491.35,47,154,2024-10-17 13:00:00
PRD78452,9333.69,64,464,2024-08-17 03:00:00
PRD30346,95272.33,56,343,2024-08-09 20:00:00
PRD65027,124172.66,54,329,2024-09-21 01:00:00
PRD40985,225696.82,63,827,2024-07-18 01:00:00
PRD83104,78834.65,71,757,2024-03-20 18:00:00
PRD70799,255984.9,51,450,2024-10-05 08:00:00
PRD35663,21496.38,65,446,2024-10-13 03:00:00
PRD92218,195643.35,67,828,2024-07-29 04:00:00
PRD22471,213225.4,64,785,2024-04-30 10:00:00
PRD71102,187283.32,53,474,2024-01-15 21:00:00
PRD39596,172450.35,44,19,2024-08-10 14:00:00
PRD99669,130292.47,76,989,2024-06-26 05:00:00
PRD64774,194703.66,63,667,2024-04-05 05:00:00
PRD52830,464863.72,30,440,2024-03-04 13:00:00
PRD27444,402992.41,52,928,2024-07-28 13:00:00
PRD11866,35851.47,56,20,2024-03-13 21:00:00
PRD56050,134123.7,71,847,2024-06-26 19:00:00
PRD21477,374089.84,52,887,2024-06-09 08:00:00
PRD10705,382410.49,50,765,2024-03-09 09:00:00
PRD93820,47732.51,52,25,2024-06-30 13:00:00
PRD42219,200375.92,63,876,2024-06-06 18:00:00
PRD81083,74633.83,55,187,2024-03-16 04:00:00
PRD85064,245270.84,55,548,2024-02-22 15:00:00
PRD18174,486650.63,23,314,2024-06-24 22:00:00
PRD71575,49764.1,56,282,2024-05-19 19:00:00
PRD75716,103717.22,67,709,2024-06-27 22:00:00
PRD70106,354283.04,47,793,2024-05-23 05:00:00
PRD35870,170469.35,44,117,2024-02-24 13:00:00
PRD72969,109311.23,74,940,2024-01-07 01:00:00
PRD67855,108892.66,64,745,2024-02-19 20:00:00
PRD61969,139958.8,53,161,2024-04-03 05:00:00
PRD17622,90879.1,49,153,2024-05-11 04:00:00
PRD52640,294274.61,58,777,2024-09-23 23:00:00
PRD11814,224722.28,62,967,2024-01-15 03:00:00
PRD12783,182510.38,54,347,2024-08-18 12:00:00
PRD36931,492051.1,43,762,2024-01-11 02:00:00
PRD43776,431654.65,42,832,2024-09-10 07:00:00
PRD62944,204695.76,40,147,2024-05-16 22:00:00
PRD63903,367980.8,36,347,2024-07-09 01:00:00
PRD22014,172511.24,55,312,2024-08-22 18:00:00
PRD91889,210472.13,66,928,2024-10-02 02:00:00
PRD12839,273867.78,40,122,2024-02-20 18:00:00
PRD21018,58734.03,61,499,2024-04-02 07:00:00
PRD18007,316397.29,56,958,2024-10-03 11:00:00
PRD58987,66757.65,65,619,2024-06-25 17:00:00
PRD17980,122358.84,66,695,2024-02-24 21:00:00
PRD56587,191859.37,43,167,2024-09-03 09:00:00
PRD91677,350161.1,54,943,2024-09-19 10:00:00
PRD83027,89949.78,49,39,2024-05-11 20:00:00
PRD40777,47399.88,69,722,2024-09-21 06:00:00
PRD10410,414875.59,39,490,2024-04-07 18:00:00
PRD44043,523667.78,16,210,2024-06-22 08:00:00
PRD44281,78030.28,67,496,2024-01-21 21:00:00
PRD43487,95812.45,62,414,2024-06-04 05:00:00
PRD77051,191409.13,62,747,2024-07-18 19:00:00
PRD11725,121475.61,43,41,2024-01-18 00:00:00
PRD43267,337170.63,55,769,2024-09-08 00:00:00
PRD20405,341099.51,41,561,2024-09-07 22:00:00
PRD74804,471915.72,37,686,2024-08-21 11:00:00
PRD97249,451741.74,27,177,2024-04-23 01:00:00
PRD95364,16497.07,64,431,2024-05-29 04:00:00
PRD82536,250752.27,44,242,2024-03-09 09:00:00
PRD55587,285542.84,49,693,2024-04-28 20:00:00
PRD58214,98691.25,61,586,2024-07-13 02:00:00
PRD28054,80774.94,74,778,2024-10-15 06:00:00
PRD96773,408239.66,33,293,2024-03-27 19:00:00
PRD86542,43379.95,80,972,2024-09-30 01:00:00
PRD83372,272881.97,62,868,2024-05-29 01:00:00
PRD72846,110422.84,60,508,2024-10-13 02:00:00
PRD51556,481871.21,40,781,2024-08-19 12:00:00
PRD80559,135209.24,47,234,2024-06-24 15:00:00
PRD25831,387042.61,53,843,2024-04-14 21:00:00
PRD26156,322895.3,53,749,2024-06-23 15:00:00
PRD38942,353489.94,52,723,2024-02-18 07:00:00
PRD49739,273645.73,38,88,2024-04-01 05:00:00
PRD49128,326480.78,43,543,2024-09-23 23:00:00
PRD97203,419312.75,50,999,2024-09-19 14:00:00
PRD22779,463416.32,23,150,2024-09-29 14:00:00
PRD85105,160976.15,64,636,2024-04-03 00:00:00
PRD40168,80238.78,51,139,2024-10-20 20:00:00
PRD18142,472233.74,35,471,2024-04-18 12:00:00
PRD58181,63974.85,62,290,2024-09-20 07:00:00
PRD27817,91387.65,49,12,2024-08-23 17:00:00
PRD23639,3444.21,51,5,2024-06-07 19:00:00
PRD31029,490899.37,25,286,2024-04-13 20:00:00
PRD23971,146114.37,45,75,2024-08-06 06:00:00
PRD20859,226894.43,66,967,2024-04-08 12:00:00
PRD94236,233998.83,46,368,2024-05-04 07:00:00
PRD62465,415310.51,43,692,2024-04-14 04:00:00
PRD88624,278315.42,47,478,2024-05-12 02:00:00
PRD80347,373518.47,37,310,2024-06-06 01:00:00
PRD56319,397514.95,47,859,2024-01-27 20:00:00
PRD58658,136661.94,64,781,2024-07-13 07:00:00
PRD67683,178609.5,63,876,2024-10-20 05:00:00
PRD90731,353070.05,31,136,2024-10-04 22:00:00
PRD72180,487609.54,22,213,2024-02-29 12:00:00
PRD62104,71552.37,48,20,2024-02-19 12:00:00
PRD22107,136733.96,55,509,2024-05-06 15:00:00
PRD60628,159405.22,55,400,2024-04-13 17:00:00
PRD19463,271062.29,66,951,2024-10-09 14:00:00
PRD25516,79010.52,72,662,2024-01-23 06:00:00
PRD46025,35242.77,57,97,2024-03-06 23:00:00
PRD85436,100174.29,71,711,2024-08-27 09:00:00
PRD21328,110936.47,69,626,2024-01-03 16:00:00
PRD14300,322930.95,30,15,2024-03-29 06:00:00
PRD19064,423075.91,43,592,2024-01-15 11:00:00
PRD97331,485184.92,38,813,2024-10-10 21:00:00
PRD80140,255803.92,50,591,2024-05-08 12:00:00
PRD30709,42959.1,68,458,2024-04-28 21:00:00
PRD27250,133536.43,59,523,2024-09-23 18:00:00
PRD36258,475802.65,39,757,2024-08-29 01:00:00
PRD58945,319784.11,51,843,2024-07-04 22:00:00
PRD94121,141105.93,51,294,2024-04-12 16:00:00
PRD62016,434017.69,43,684,2024-05-12 05:00:00
PRD40657,369556.05,48,776,2024-05-15 13:00:00
PRD68553,250477.85,45,187,2024-04-11 14:00:00
PRD96309,96806.63,65,566,2024-01-12 13:00:00
PRD65975,73482.62,51,51,2024-10-10 21:00:00
PRD43789,230390.29,56,513,2024-05-26 22:00:00
PRD77069,163748.0,67,808,2024-01-07 17:00:00
PRD22494,95878.54,76,839,2024-08-07 09:00:00
PRD58117,515726.08,32,610,2024-03-26 06:00:00
PRD24468,220620.62,64,933,2024-03-06 14:00:00
PRD32023,164131.36,48,127,2024-07-11 02:00:00
PRD74404,37940.65,60,232,2024-08-30 13:00:00
PRD24956,286996.29,64,993,2024-09-21 02:00:00
PRD70657,461493.78,36,694,2024-01-28 17:00:00
PRD20510,349143.65,46,639,2024-07-10 13:00:00
PRD57257,245980.32,54,642,2024-02-07 21:00:00
PRD25683,204839.45,47,372,2024-05-28 22:00:00
PRD86175,142636.27,60,511,2024-01-20 12:00:00
PRD11542,105747.42,64,553,2024-04-11 13:00:00
PRD47230,498616.92,46,917,2024-02-05 01:00:00
PRD84949,313720.6,54,902,2024-03-28 03:00:00
PRD51294,69714.95,72,848,2024-01-15 01:00:00
PRD47087,111988.76,62,522,2024-04-06 07:00:00
PRD92497,224041.81,63,720,2024-08-16 07:00:00
PRD68494,153664.06,43,77,2024-08-29 23:00:00
PRD72312,515005.94,48,989,2024-06-03 03:00:00
PRD44955,300739.91,38,181,2024-09-27 05:00:00
PRD51636,88301.6,58,267,2024-01-26 03:00:00
PRD27354,245300.99,51,471,2024-03-05 22:00:00
PRD73629,139208.25,46,16,2024-04-05 21:00:00
PRD57088,357869.58,53,789,2024-03-19 02:00:00
PRD90886,492996.08,23,302,2024-04-17 00:00:00
PRD93559,155728.6,55,320,2024-02-14 02:00:00
PRD57194,325355.57,37,127,2024-01-19 06:00:00
PRD30391,175785.0,40,13,2024-10-13 19:00:00
PRD29106,349961.59,30,202,2024-08-06 09:00:00
PRD80274,203616.34,57,522,2024-07-15 10:00:00
PRD81612,149360.04,58,452,2024-08-17 12:00:00
PRD60109,349802.41,56,814,2024-01-03 16:00:00
PRD30870,155296.86,55,309,2024-01-24 15:00:00
PRD15500,234356.5,66,984,2024-10-13 20:00:00
PRD19707,344443.46,38,346,2024-06-26 12:00:00
PRD81322,157841.47,46,246,2024-02-01 22:00:00
PRD66060,6199.24,75,617,2024-03-26 17:00:00
PRD98078,220776.62,53,537,2024-04-25 08:00:00
PRD38574,253481.15,61,926,2024-08-01 14:00:00
PRD57216,225139.74,38,25,2024-09-28 08:00:00
PRD17862,174803.37,56,500,2024-05-18 06:00:00
PRD44332,272294.56,66,955,2024-04-28 20:00:00
PRD92472,449291.61,44,727,2024-03-22 07:00:00
PRD13384,158547.35,69,982,2024-07-28 12:00:00
PRD23548,514282.76,32,572,2024-02-03 10:00:00
PRD76348,205029.63,43,138,2024-04-07 11:00:00
PRD61592,222627.26,62,785,2024-07-25 06:00:00
PRD69793,356769.4,42,491,2024-10-15 13:00:00
PRD32224,530504.92,36,710,2024-01-08 15:00:00
PRD34595,7375.42,69,595,2024-05-27 21:00:00
PRD12191,66601.35,72,891,2024-03-28 17:00:00
PRD68352,353688.62,53,965,2024-07-11 19:00:00
PRD11866,359998.92,36,216,2024-04-14 03:00:00
PRD80446,9462.36,64,317,2024-07-12 11:00:00
PRD20941,274493.39,51,536,2024-06-17 12:00:00
PRD69291,247434.49,60,777,2024-01-31 10:00:00
PRD63533,330438.54,31,202,2024-03-04 11:00:00
PRD13654,179798.24,69,893,2024-05-05 16:00:00
PRD26857,216628.46,47,343,2024-10-03 04:00:00
PRD69112,186500.72,62,796,2024-10-09 04:00:00
PRD61449,209742.53,44,194,2024-04-18 19:00:00
PRD56455,201148.83,53,320,2024-08-04 17:00:00
PRD75428,150324.11,46,81,2024-09-10 14:00:00
PRD96846,356403.24,45,550,2024-04-22 10:00:00
PRD83438,77648.93,77,803,2024-07-10 17:00:00
PRD10266,423609.59,48,835,2024-04-28 02:00:00
PRD71267,406335.64,51,806,2024-09-05 11:00:00
PRD18559,42621.05,68,663,2024-08-25 19:00:00
PRD37181,286789.67,54,703,2024-07-20 01:00:00
PRD29983,50793.16,57,65,2024-04-24 06:00:00
PRD71622,208994.62,49,252,2024-02-14 06:00:00
PRD40496,207473.37,59,788,2024-01-06 07:00:00
PRD65955,288708.93,38,293,2024-02-17 10:00:00
PRD84723,394716.51,52,793,2024-10-26 23:00:00
PRD14316,29842.86,70,674,2024-06-21 07:00:00
PRD37227,256073.49,49,412,2024-05-12 22:00:00
PRD60768,372658.12,40,558,2024-07-25 07:00:00
PRD96472,114629.71,50,210,2024-10-25 22:00:00
PRD86138,165089.22,62,603,2024-04-22 10:00:00
PRD24785,87042.72,61,455,2024-10-03 02:00:00
PRD53105,251586.71,54,638,2024-10-22 14:00:00
PRD62342,228324.36,52,498,2024-09-24 20:00:00
PRD56008,477007.29,36,731,2024-09-29 03:00:00
PRD34572,501201.21,44,924,2024-02-07 20:00:00
PRD18245,157811.22,66,740,2024-01-29 23:00:00
PRD79016,502876.61,41,818,2024-06-08 01:00:00
PRD83478,93602.18,66,730,2024-08-14 12:00:00
PRD66031,105820.42,58,470,2024-03-09 13:00:00
PRD80405,397543.16,38,420,2024-04-14 09:00:00
PRD10050,248380.5,58,861,2024-05-22 21:00:00
PRD61667,71297.65,58,165,2024-03-26 05:00:00
PRD38209,53083.23,60,273,2024-05-31 19:00:00
PRD27404,59425.07,59,347,2024-02-28 03:00:00
PRD88786,436508.12,51,978,2024-02-20 21:00:00
PRD44876,144329.04,57,596,2024-09-09 05:00:00
PRD15028,236678.99,37,25,2024-05-15 01:00:00
PRD89846,216269.68,54,406,2024-05-04 21:00:00
PRD98621,128556.07,50,245,2024-10-21 20:00:00
PRD86535,388864.32,30,124,2024-06-25 10:00:00
PRD27184,197082.53,63,938,2024-02-29 03:00:00
PRD98770,86772.21,58,337,2024-05-23 18:00:00
PRD26014,134729.29,71,933,2024-01-07 06:00:00
PRD71280,179320.15,61,702,2024-09-11 08:00:00
PRD40252,594368.47,18,345,2024-08-08 00:00:00
PRD84849,116758.91,57,274,2024-07-23 21:00:00
PRD74588,148739.92,53,375,2024-09-19 05:00:00
PRD53284,409524.76,31,124,2024-10-14 03:00:00
PRD24889,104908.82,58,274,2024-08-07 19:00:00
PRD22270,127428.2,62,642,2024-02-19 01:00:00
PRD62233,229073.44,45,267,2024-05-10 01:00:00
PRD68388,7219.0,69,590,2024-06-19 12:00:00
PRD66097,431692.17,37,489,2024-08-18 21:00:00
PRD74214,198287.58,43,50,2024-03-31 17:00:00
PRD12441,176013.63,47,335,2024-06-30 07:00:00
PRD63087,194261.03,50,408,2024-10-09 18:00:00
PRD18727,346601.66,45,517,2024-02-19 00:00:00
PRD11179,371370.57,29,121,2024-07-30 12:00:00
PRD70711,65052.64,47,32,2024-02-24 07:00:00
PRD22715,64086.18,51,165,2024-06-09 17:00:00
PRD36415,119398.21,58,361,2024-06-08 14:00:00
PRD98706,31526.7,81,929,2024-03-11 10:00:00
PRD57017,460977.16,22,228,2024-05-26 23:00:00
PRD88567,261767.33,38,197,2024-02-20 04:00:00
PRD71993,230116.51,58,672,2024-06-27 22:00:00
PRD10982,358826.36,52,835,2024-03-25 08:00:00
PRD99716,516728.56,30,454,2024-04-28 04:00:00
PRD80323,234702.46,44,152,2024-10-07 14:00:00
PRD10637,607065.18,36,968,2024-06-20 06:00:00
PRD42242,388778.89,41,539,2024-05-07 12:00:00
PRD86958,25182.11,75,614,2024-06-11 11:00:00
PRD89005,489182.48,44,995,2024-06-04 19:00:00
PRD71133,102614.21,55,207,2024-02-29 05:00:00
PRD74721,505923.11,30,610,2024-05-31 11:00:00
PRD30385,286687.62,61,994,2024-05-30 16:00:00
PRD61424,204169.11,56,508,2024-03-26 14:00:00
PRD31364,463144.78,26,354,2024-07-14 11:00:00
PRD38714,162249.94,69,928,2024-07-10 14:00:00
PRD69000,270354.98,37,90,2024-10-27 14:00:00
PRD80672,177463.1,55,460,2024-01-07 22:00:00
PRD92068,208806.57,41,105,2024-09-30 07:00:00
PRD58222,184487.18,45,27,2024-03-11 07:00:00
PRD12869,52338.47,76,950,2024-10-18 02:00:00
PRD33168,191396.38,48,195,2024-10-22 22:00:00
PRD79527,3992.07,63,285,2024-10-22 12:00:00
PRD60929,491375.35,24,118,2024-02-03 22:00:00
PRD42881,289333.96,57,893,2024-04-30 01:00:00
PRD70607,485283.0,24,124,2024-03-07 23:00:00
PRD95229,101060.77,78,929,2024-09-30 03:00:00
PRD32376,51720.63,57,156,2024-02-06 01:00:00
PRD46315,474265.97,37,601,2024-04-10 19:00:00
PRD96509,128638.72,49,174,2024-05-06 18:00:00
PRD30448,428255.13,48,972,2024-03-01 12:00:00
PRD60344,527064.02,41,946,2024-02-21 05:00:00
PRD21890,287940.09,36,220,2024-06-01 19:00:00
PRD80266,484915.92,25,272,2024-02-07 18:00:00
PRD50821,309122.29,40,317,2024-07-17 08:00:00
PRD92705,183387.69,46,56,2024-06-02 11:00:00
PRD13691,192047.3,48,414,2024-10-18 20:00:00
PRD45642,62481.07,55,230,2024-03-15 09:00:00
PRD29649,370554.86,41,532,2024-10-23 14:00:00
PRD88916,221609.65,49,494,2024-10-26 21:00:00
PRD17284,22491.17,69,418,2024-06-07 12:00:00
PRD89689,65802.52,66,692,2024-05-18 07:00:00
PRD10617,25085.01,69,402,2024-10-06 18:00:00
PRD92655,38363.67,57,145,2024-05-26 00:00:00
PRD57615,589652.7,41,962,2024-02-02 14:00:00
PRD28056,348982.15,54,950,2024-09-19 05:00:00
PRD24464,101737.98,51,41,2024-04-24 03:00:00
PRD22202,403041.45,41,631,2024-01-11 10:00:00
PRD15789,219491.77,54,444,2024-04-11 18:00:00
PRD89853,151211.78,64,708,2024-09-22 02:00:00
PRD11712,294142.74,44,377,2024-10-05 16:00:00
PRD31353,202985.87,46,148,2024-07-31 10:00:00
PRD33317,418431.44,42,744,2024-10-23 13:00:00
PRD97131,336605.25,51,597,2024-01-03 07:00:00
PRD92173,292687.89,44,315,2024-04-26 19:00:00
PRD71832,440534.82,32,252,2024-05-09 14:00:00
PRD29164,334266.39,54,814,2024-07-26 16:00:00
PRD28972,413725.06,32,427,2024-10-13 13:00:00
PRD45983,481082.24,40,775,2024-10-05 16:00:00
PRD41214,334333.42,57,916,2024-08-20 23:00:00
PRD71272,491273.31,15,21,2024-09-05 23:00:00
PRD41278,488708.64,31,488,2024-01-23 03:00:00
PRD71334,50801.31,79,811,2024-06-27 13:00:00
PRD93486,339258.99,40,467,2024-09-24 21:00:00
PRD24424,96638.04,63,537,2024-10-15 19:00:00
PRD61588,266222.82,47,576,2024-01-26 00:00:00
PRD77244,198619.03,54,457,2024-05-01 08:00:00
PRD45427,140382.65,69,869,2024-05-15 06:00:00
PRD11673,20575.02,76,743,2024-02-17 03:00:00
PRD52233,138745.21,65,794,2024-04-03 08:00:00
PRD89529,498645.34,19,64,2024-10-20 02:00:00
PRD68818,215661.05,57,495,2024-08-18 09:00:00
PRD71175,76586.91,71,656,2024-05-12 19:00:00
PRD12641,552069.28,30,482,2024-07-02 02:00:00
PRD50412,57368.24,54,63,2024-09-12 09:00:00
PRD10848,152293.3,48,245,2024-07-26 09:00:00
PRD42497,37336.27,58,120,2024-04-25 03:00:00
PRD26458,191005.34,62,858,2024-09-07 04:00:00
PRD96294,89495.03,58,400,2024-02-01 02:00:00
PRD23540,28522.52,58,102,2024-03-05 23:00:00
PRD98112,436383.27,46,902,2024-02-25 10:00:00
PRD66735,111333.82,66,586,2024-06-04 00:00:00
PRD31282,107997.64,51,306,2024-06-16 13:00:00
PRD12804,542019.95,44,952,2024-01-21 13:00:00
PRD28636,439426.77,41,663,2024-08-24 02:00:00
PRD48052,366882.82,46,708,2024-02-25 03:00:00
PRD29721,179792.83,53,530,2024-09-11 08:00:00
PRD58859,441698.36,37,492,2024-01-04 21:00:00
PRD78337,230823.56,58,691,2024-04-04 13:00:00
PRD16590,148820.09,54,246,2024-02-02 17:00:00
PRD60229,227620.08,45,127,2024-05-30 12:00:00
PRD58226,134161.12,59,388,2024-07-08 15:00:00
PRD65508,298792.47,53,707,2024-03-03 13:00:00
PRD21811,252035.5,58,714,2024-08-02 13:00:00
PRD57682,329297.34,34,20,2024-07-18 13:00:00
PRD49782,265186.32,47,283,2024-09-03 05:00:00
PRD37420,137000.99,68,737,2024-03-03 13:00:00
PRD94534,153627.04,73,925,2024-02-06 02:00:00
PRD71737,471841.26,20,5,2024-10-16 23:00:00
PRD61385,483871.96,23,121,2024-05-07 07:00:00
PRD86387,379102.36,38,334,2024-05-25 15:00:00
PRD93025,90586.09,60,342,2024-06-25 12:00:00
PRD63879,966.07,75,542,2024-01-20 12:00:00
PRD27412,25507.12,82,974,2024-07-30 01:00:00
PRD69222,164518.71,48,292,2024-10-23 21:00:00
PRD67549,149934.25,56,531,2024-02-06 20:00:00
PRD95819,324365.18,46,627,2024-04-03 18:00:00
PRD86620,191973.05,62,659,2024-06-11 13:00:00
PRD50903,390964.55,35,344,2024-04-03 22:00:00
PRD93723,425551.87,46,939,2024-06-06 16:00:00
PRD76938,204043.84,49,408,2024-10-26 08:00:00
PRD39310,253874.03,49,389,2024-05-29 19:00:00
PRD12184,480453.11,27,411,2024-07-29 22:00:00
PRD85410,236103.18,68,994,2024-04-16 17:00:00
PRD86098,571761.45,18,302,2024-05-31 20:00:00
PRD94667,461074.73,19,102,2024-09-11 17:00:00
PRD53381,397310.39,44,719,2024-08-24 17:00:00
PRD87505,328526.15,35,228,2024-09-30 22:00:00
PRD97137,203166.47,51,548,2024-09-15 09:00:00
PRD50069,269763.59,36,84,2024-04-10 16:00:00
PRD11935,70205.63,53,152,2024-08-19 22:00:00
PRD67213,367606.53,45,525,2024-01-12 13:00:00
PRD10299,144899.56,70,894,2024-09-11 16:00:00
PRD29328,154026.58,41,55,2024-05-14 03:00:00
PRD90049,329141.0,35,93,2024-04-18 22:00:00
PRD92327,218792.77,66,942,2024-01-13 14:00:00
PRD53287,497472.95,37,719,2024-07-24 21:00:00
PRD61010,342548.66,51,752,2024-01-20 12:00:00
PRD88117,236691.8,60,738,2024-05-03 15:00:00
PRD59281,539621.18,11,71,2024-09-30 10:00:00
PRD15404,287379.9,55,669,2024-03-17 11:00:00
PRD63953,41096.9,67,604,2024-01-13 03:00:00
PRD69012,453575.6,32,523,2024-03-30 23:00:00
PRD60443,35783.78,79,824,2024-06-26 01:00:00
PRD16632,75411.16,69,698,2024-09-29 20:00:00
PRD27915,459640.92,33,409,2024-01-14 20:00:00
PRD26154,369903.13,40,413,2024-06-29 12:00:00
PRD34013,306655.12,37,91,2024-04-10 17:00:00
PRD19788,132638.5,51,112,2024-02-02 01:00:00
PRD45730,473933.56,20,92,2024-02-07 06:00:00
PRD65691,156302.16,66,707,2024-08-06 11:00:00
PRD75589,88619.64,72,851,2024-02-05 18:00:00
PRD59527,218920.08,48,247,2024-04-25 10:00:00
PRD34182,264662.63,38,25,2024-01-01 19:00:00
PRD42273,124068.06,54,263,2024-10-09 14:00:00
PRD92812,349206.51,31,51,2024-08-06 15:00:00
PRD45223,135898.78,50,183,2024-10-21 00:00:00
PRD18978,474376.94,35,490,2024-07-14 16:00:00
PRD59320,326936.33,56,911,2024-01-28 09:00:00
PRD60235,310802.84,34,165,2024-05-12 21:00:00
PRD22417,428773.4,44,750,2024-08-08 08:00:00
PRD29228,36760.52,54,192,2024-03-15 07:00:00
PRD59247,53135.96,62,468,2024-08-29 04:00:00
PRD40102,452121.56,26,66,2024-01-30 11:00:00
PRD21471,45763.12,77,738,2024-05-11 10:00:00
PRD55701,452216.57,26,319,2024-09-05 19:00:00
PRD44404,318702.88,40,264,2024-03-31 20:00:00
PRD48502,60744.58,65,554,2024-07-19 04:00:00
PRD22116,332976.26,40,307,2024-09-28 15:00:00
PRD94109,230590.32,63,910,2024-01-24 14:00:00
PRD84350,180998.62,55,349,2024-06-29 12:00:00
PRD83120,346604.7,26,2,2024-09-20 08:00:00
PRD61143,617091.79,11,241,2024-05-20 01:00:00
PRD93642,498260.59,22,284,2024-08-03 16:00:00
PRD55578,426232.71,26,88,2024-01-20 02:00:00
PRD77546,338552.07,37,193,2024-06-26 21:00:00
PRD60728,28665.78,81,955,2024-03-10 04:00:00
PRD30194,490750.34,21,211,2024-01-17 01:00:00
PRD12583,206375.88,55,572,2024-09-01 06:00:00
PRD62400,45286.33,72,697,2024-03-17 13:00:00
PRD32004,383174.59,55,966,2024-02-29 01:00:00
PRD61022,234602.45,43,142,2024-08-08 17:00:00
PRD77660,177856.39,62,773,2024-09-10 01:00:00
PRD74601,46267.14,57,240,2024-10-03 19:00:00
PRD77575,161396.56,70,833,2024-08-31 04:00:00
PRD19055,67390.89,71,676,2024-02-05 07:00:00
PRD39898,65809.63,71,775,2024-06-02 21:00:00
PRD25040,6025.51,66,324,2024-05-21 06:00:00
PRD60547,326156.26,46,619,2024-06-05 23:00:00
PRD80336,26723.97,61,412,2024-09-23 17:00:00
PRD90285,271214.95,53,687,2024-09-21 18:00:00
PRD45221,124415.43,47,173,2024-06-06 09:00:00
PRD20678,151390.86,50,185,2024-04-01 03:00:00
PRD93765,337059.46,38,342,2024-04-07 09:00:00
PRD91679,131859.48,59,502,2024-04-07 03:00:00
PRD68495,81547.71,72,774,2024-01-18 12:00:00
PRD37145,234944.95,70,971,2024-10-17 06:00:00
PRD97249,429094.26,39,642,2024-04-15 06:00:00
PRD23878,41197.59,67,649,2024-08-22 22:00:00
PRD54750,289086.14,60,790,2024-04-29 14:00:00
PRD34127,219409.18,65,976,2024-03-29 03:00:00
PRD16747,507246.58,40,771,2024-05-09 07:00:00
PRD16140,375749.6,29,264,2024-07-28 17:00:00
PRD60480,204926.59,56,539,2024-04-20 13:00:00
PRD51700,465868.27,25,320,2024-05-11 02:00:00
PRD18917,29874.49,66,569,2024-09-24 07:00:00
PRD15039,422458.48,32,362,2024-06-30 03:00:00
PRD13905,324805.37,40,221,2024-06-29 04:00:00
PRD80839,247306.21,36,83,2024-01-31 23:00:00
PRD53826,352766.35,34,340,2024-09-28 10:00:00
PRD48754,335667.24,52,655,2024-08-31 03:00:00
PRD62513,306219.28,48,502,2024-08-10 16:00:00
PRD68828,25424.26,62,334,2024-05-08 09:00:00
PRD83534,441677.56,26,201,2024-09-02 06:00:00
PRD88513,139363.57,51,371,2024-03-18 07:00:00
PRD63525,518535.21,23,161,2024-08-25 13:00:00
PRD19423,478029.87,25,123,2024-08-14 06:00:00
PRD23856,108941.04,75,966,2024-05-04 06:00:00
PRD55794,184336.45,58,612,2024-02-14 08:00:00
PRD68225,232028.17,49,345,2024-06-23 12:00:00
PRD45148,100449.97,65,509,2024-03-01 05:00:00
PRD86128,183381.45,59,732,2024-09-28 06:00:00
PRD38121,117746.93,65,758,2024-06-16 20:00:00
PRD96112,230093.9,52,645,2024-09-23 21:00:00
PRD23979,193950.05,64,953,2024-09-18 15:00:00
PRD55955,43250.44,74,852,2024-06-28 19:00:00
PRD74680,99778.75,59,477,2024-03-03 03:00:00
PRD33546,314797.19,53,907,2024-10-14 06:00:00
PRD32062,311249.12,57,933,2024-06-14 22:00:00
PRD43830,143024.48,65,585,2024-10-01 15:00:00
PRD50494,90233.11,76,982,2024-07-12 06:00:00
PRD41763,285022.11,32,33,2024-02-06 10:00:00
